row_id,task,label,variety_name,source_name,text,text_norm
2723,sentiment,0,en-IN,Google,"Billing could improve. Although there are many staff members, billing is slow and be prepared for a wait if there's even one or two customers ahead of you.","Billing could improve. Although there are many staff members, billing is slow and be prepared for a wait if there's even one or two customers ahead of you."
3190,sentiment,1,en-IN,Google,"I can say it's good but not very good because I can get tasty cakes and pastries here but more than valuable price. Here you get egg less cakes, pastries, Cookies, bread and all bakery items also get patties here they are so tasty you will love it # Cakes and # Pastries, # Bakery items this shop is not so big in area but providing you tasty bakery items as much as possible. # Thanks","I can say it's good but not very good because I can get tasty cakes and pastries here but more than valuable price. Here you get egg less cakes, pastries, Cookies, bread and all bakery items also get patties here they are so tasty you will love it # Cakes and # Pastries, # Bakery items this shop is not so big in area but providing you tasty bakery items as much as possible. # Thanks"
6747,sentiment,1,en-UK,Google,"Popped in for Sunday lunch for 4. Food was good, but felt the sharing vegetables could have been more generous with the portions. Thanks to Alisa for her friendly and prompt service. Would come back again.","Popped in for Sunday lunch for <num>. Food was good, but felt the sharing vegetables could have been more generous with the portions. Thanks to Alisa for her friendly and prompt service. Would come back again."
734,sentiment,1,en-AU,Google,"Beef stew was top notch, but beef can be a little more tender. The grilled pork with vermicelli tasted good too. But the ones running the restaurant can be a tad warmer. The stir fry chicken dish can be improve in terms of its taste.","Beef stew was top notch, but beef can be a little more tender. The grilled pork with vermicelli tasted good too. But the ones running the restaurant can be a tad warmer. The stir fry chicken dish can be improve in terms of its taste."
6338,sentiment,1,en-UK,Google,"a very beautiful medieval cathedral, said to be the resting place of King Edward II. Also of harry potter fame. Very quiet for silent retreat. There is a small entrance to second floor to take in the sights.","a very beautiful medieval cathedral, said to be the resting place of King Edward II. Also of harry potter fame. Very quiet for silent retreat. There is a small entrance to second floor to take in the sights."
7245,sentiment,1,en-UK,Google,"A good place to catch-up with friends. The atmosphere is a vibe alongside a canal walk. Friendly staff. Gyozas and spring rolls were decent. However, I loved their Prawns Pad Thai.","A good place to catch-up with friends. The atmosphere is a vibe alongside a canal walk. Friendly staff. Gyozas and spring rolls were decent. However, I loved their Prawns Pad Thai."
3947,sentiment,0,en-IN,Google,A suitable place for a quick bite. I would n't suggest anyone to go though. You can try out the coffee or tea. The prices are fine but the taste and quality is n't good. I believe they need to work on it well. The Atmosphere is n't good either.,A suitable place for a quick bite. I would n't suggest anyone to go though. You can try out the coffee or tea. The prices are fine but the taste and quality is n't good. I believe they need to work on it well. The Atmosphere is n't good either.
4047,sentiment,1,en-IN,Google,Must try-Ayira Meen Kulambu-My all time favourite dish. There is no online delivery available for this hotel. Dine In & Takeaway available. All starters are good and must try. If you try then you will not ignore it during your next turn.,Must try-Ayira Meen Kulambu-My all time favourite dish. There is no online delivery available for this hotel. Dine In & Takeaway available. All starters are good and must try. If you try then you will not ignore it during your next turn.
630,sentiment,0,en-AU,Google,"I been here before and have had excellent customer service. We decided to go here for coffee and cake.. when we first arrived was asked if we would like to order which we replied ' not just yet we are waiting on one other person ' the girl raised her eyebrow and replied ' so no drinks then ' Our other person arrived and we waited 15-20 minutes to be served, to which we had to get up and ask if we could order. The girl threw down the straws and was quite rude.. her name was jas.","I been here before and have had excellent customer service. We decided to go here for coffee and cake.. when we first arrived was asked if we would like to order which we replied ' not just yet we are waiting on one other person ' the girl raised her eyebrow and replied ' so no drinks then ' Our other person arrived and we waited <num>-<num> minutes to be served, to which we had to get up and ask if we could order. The girl threw down the straws and was quite rude.. her name was jas."
7687,sentiment,0,en-UK,Google,"The staff were not rude at the customer service desk but it unfair to have them work there if they not sure how to deal with customer service offerings such as dry cleaning. After 15mins I lost the will to live and left and I suspect this is symptomatic of a staffing issue and poor management oversight but I would have expected better from Waitrose, even one in Andover.","The staff were not rude at the customer service desk but it unfair to have them work there if they not sure how to deal with customer service offerings such as dry cleaning. After 15mins I lost the will to live and left and I suspect this is symptomatic of a staffing issue and poor management oversight but I would have expected better from Waitrose, even one in Andover."
325,sentiment,1,en-AU,Google,"I took myself off for a special lunch here recently, and was so taken aback when I found the location. It cool looking, interesting and architecturally inspiring. This place is worth the visit just for the atmosphere, friendly service, surrounds and interesting menu. I really felt comfortable with the vibe here, which bustles, yet still feels relaxed The coffee was great and I enjoyed the Nasi Goreng( a particular favourite of mine), but felt( for my tastes) that it went a little heavy on the cabbage in it. Would have liked some chilli on it too  after all, Indonesian food with no chilli ? I had a delightful, special late lunch here, which was so atmospheric too. This Cafe really needs to be experienced because it is just delightful. Even if only for coffee and cake( which is different and unexpected)  I be back for their Kimchi rice! Ah, yum","I took myself off for a special lunch here recently, and was so taken aback when I found the location. It cool looking, interesting and architecturally inspiring. This place is worth the visit just for the atmosphere, friendly service, surrounds and interesting menu. I really felt comfortable with the vibe here, which bustles, yet still feels relaxed The coffee was great and I enjoyed the Nasi Goreng( a particular favourite of mine), but felt( for my tastes) that it went a little heavy on the cabbage in it. Would have liked some chilli on it too after all, Indonesian food with no chilli ? I had a delightful, special late lunch here, which was so atmospheric too. This Cafe really needs to be experienced because it is just delightful. Even if only for coffee and cake( which is different and unexpected) I be back for their Kimchi rice! Ah, yum"
322,sentiment,1,en-AU,Google,"Good spot for some good food. The service was good, attentive and just the right level of checking on the table and leaving us alone. Food was good, out of the 8 different dishes I would say half was very good and only 1 was average( the lamb ribs) so was quite happy with the menu. Large selection as well. Salt and pepper squid was excellent. There is one large table outside where you allow to bring your furry animal, so this is a great way to embrace the larger clientele. Good cocktails. Definitely would go again.","Good spot for some good food. The service was good, attentive and just the right level of checking on the table and leaving us alone. Food was good, out of the <num> different dishes I would say half was very good and only <num> was average( the lamb ribs) so was quite happy with the menu. Large selection as well. Salt and pepper squid was excellent. There is one large table outside where you allow to bring your furry animal, so this is a great way to embrace the larger clientele. Good cocktails. Definitely would go again."
7694,sentiment,1,en-UK,Google,"Usual bowling type amusement centre. Plenty of lanes, pleasant seating with reasonable amount of space. You can order drinks and food at the lane or eat later at tables of which there were plenty. Good lighting but no windows as inside a shopping centre. Amusement arcade area with range of machines. Staff excellent. Can use your own shoes so no changing required.","Usual bowling type amusement centre. Plenty of lanes, pleasant seating with reasonable amount of space. You can order drinks and food at the lane or eat later at tables of which there were plenty. Good lighting but no windows as inside a shopping centre. Amusement arcade area with range of machines. Staff excellent. Can use your own shoes so no changing required."
7507,sentiment,1,en-UK,Google,"Great outdoor vibe in a sunny day! The only thing that missing for a full five star is our booking was for 26 people but it only seated 14 which was n't stated in the initial booking. Something to be wary of! However, the atmosphere and drink selection is great. Did n't get a chance to have any of the food but the chippies to look yummy","Great outdoor vibe in a sunny day! The only thing that missing for a full five star is our booking was for <num> people but it only seated <num> which was n't stated in the initial booking. Something to be wary of! However, the atmosphere and drink selection is great. Did n't get a chance to have any of the food but the chippies to look yummy"
7620,sentiment,1,en-UK,Google,"We had a nice experience and have stayed here many times. The room had a bit of mould, and the toilet walls could do with a clean, but that did n't ruin our stay. The breakfast was nice and the staff were helpful and friendly. We will definitely use this hotel again.","We had a nice experience and have stayed here many times. The room had a bit of mould, and the toilet walls could do with a clean, but that did n't ruin our stay. The breakfast was nice and the staff were helpful and friendly. We will definitely use this hotel again."
884,sentiment,1,en-AU,Google,Happy Hour Prices were excellent! The place had a great vibe and great music. Definitely a must visit for Cairns.,Happy Hour Prices were excellent! The place had a great vibe and great music. Definitely a must visit for Cairns.
66,sentiment,1,en-AU,Google,"Food delicious! Best prawn toast ever had! Sizzling fillet steak, sizzling garlic beef and the fried rice us to die for! No cheap topping for these people, deep fried ice cream with a gorgeous jam like consistent strawberry topping was yummo! Service needs a step up, few times needed service and had to ask for it, only table dining in, staff too busy chatting but apart from that, delicious!!","Food delicious! Best prawn toast ever had! Sizzling fillet steak, sizzling garlic beef and the fried rice us to die for! No cheap topping for these people, deep fried ice cream with a gorgeous jam like consistent strawberry topping was yummo! Service needs a step up, few times needed service and had to ask for it, only table dining in, staff too busy chatting but apart from that, delicious!!"
7118,sentiment,0,en-UK,Google,"Overpriced. They did n't offer us to choose the size which directly went to buy a huge coffee, not sure of what size it was. The cappuccino did n't have the cocoa on top and nobody even offered, so l got up and poured it myself. There was an open pot with mash mallow next to it and l assumed they were free since it was open right there where you get the sugars, etc. A young blond girl on the bar said I was not allowed to take them. She did n't say it very kindly. Then the other attendant came to our table to ask for money for the 2 small marsh mallows, ridiculous. Will not come back.","Overpriced. They did n't offer us to choose the size which directly went to buy a huge coffee, not sure of what size it was. The cappuccino did n't have the cocoa on top and nobody even offered, so l got up and poured it myself. There was an open pot with mash mallow next to it and l assumed they were free since it was open right there where you get the sugars, etc. A young blond girl on the bar said I was not allowed to take them. She did n't say it very kindly. Then the other attendant came to our table to ask for money for the <num> small marsh mallows, ridiculous. Will not come back."
494,sentiment,1,en-AU,Google,"Beef nachos and sweet potato fries on a Sunday avo. The nachos were alright, the beef could have been a bit less dry and a slightly larger plate would have been nice. The sweet potato fries were quite good, but that sauce was peak; could almost drink that straight.","Beef nachos and sweet potato fries on a Sunday avo. The nachos were alright, the beef could have been a bit less dry and a slightly larger plate would have been nice. The sweet potato fries were quite good, but that sauce was peak; could almost drink that straight."
583,sentiment,1,en-AU,Google,"Spicy Level: We ordered medium to hot spicy. But it was very plain taste. So if you want a real spicy food, insist that you need spicy. Fast Service: We got the food very fast. May be it was because we were the only one dining for Sunday dinner. Atmosphere: I liked the atmosphere. Service: Very friendly. Price: Little more spicy for the quantity. I will return to this one again. YES.","Spicy Level: We ordered medium to hot spicy. But it was very plain taste. So if you want a real spicy food, insist that you need spicy. Fast Service: We got the food very fast. May be it was because we were the only one dining for Sunday dinner. Atmosphere: I liked the atmosphere. Service: Very friendly. Price: Little more spicy for the quantity. I will return to this one again. YES."
7577,sentiment,0,en-UK,Google,I m gluten and lactose intolerant so i bought a gluten free pizza with vegan cheese. Still ended up with a sore stomach. Do n't think there was much care put into the pizza and the cheese was very uneven and lumpy. Like they just flung it on. The delivery was prompt at least.,I m gluten and lactose intolerant so i bought a gluten free pizza with vegan cheese. Still ended up with a sore stomach. Do n't think there was much care put into the pizza and the cheese was very uneven and lumpy. Like they just flung it on. The delivery was prompt at least.
2746,sentiment,1,en-IN,Google,"This is a good restaurant where u can get what ever u want. It is multi cuisine restaurant. It has: Bakes, tea and coffee, fast food, chats and comfortable dinner too. Here we triedsome chats and Chinese. The taste is good and the quantity is reasonable for the price. Service is fast and staff is good towards the customers. There were many offers on the new year. If your family is thinking to have multi cuisine dinner then u can definitely give it a try. Pros: Good price Good quantity Fast service Good maintainance Friendly staff Cons: Less space","This is a good restaurant where u can get what ever u want. It is multi cuisine restaurant. It has: Bakes, tea and coffee, fast food, chats and comfortable dinner too. Here we triedsome chats and Chinese. The taste is good and the quantity is reasonable for the price. Service is fast and staff is good towards the customers. There were many offers on the new year. If your family is thinking to have multi cuisine dinner then u can definitely give it a try. Pros: Good price Good quantity Fast service Good maintainance Friendly staff Cons: Less space"
398,sentiment,1,en-AU,Google,"Busy place. Pho was very different to anything I've ever had. Soup was sweeter, noodles texture was a lot firmer and thicker which I was n't a fan of. Overall, a good meal at a great price.","Busy place. Pho was very different to anything I've ever had. Soup was sweeter, noodles texture was a lot firmer and thicker which I was n't a fan of. Overall, a good meal at a great price."
6154,sentiment,1,en-UK,Google,Relaxed chain coffee shop atmosphere. It was fairly busy when we arrived. Pleasant staff.,Relaxed chain coffee shop atmosphere. It was fairly busy when we arrived. Pleasant staff.
3028,sentiment,0,en-IN,Google,It's a cheap cinema hall for the lower class of people in the local areas. The only people who visit here are the ones who ca n't afford higher quality halls. Poor quality of the screen in which the movies are displayed. The poor behavior of the visitors during the movie stops anyone from visiting here. I would recommend not to visit even when the place is at it's best.,It's a cheap cinema hall for the lower class of people in the local areas. The only people who visit here are the ones who ca n't afford higher quality halls. Poor quality of the screen in which the movies are displayed. The poor behavior of the visitors during the movie stops anyone from visiting here. I would recommend not to visit even when the place is at it's best.
2969,sentiment,1,en-IN,Google,Food is amazing and pocket friendly. The cafe from the outside gives modest look and toffee flavored coffee is a must try or peach ice tea.,Food is amazing and pocket friendly. The cafe from the outside gives modest look and toffee flavored coffee is a must try or peach ice tea.
6063,sentiment,1,en-UK,Google,"a unique, beautiful church right in the city center!","a unique, beautiful church right in the city center!"
6313,sentiment,1,en-UK,Google,Very nice playground for our 2 and half year old son to play around in. Plenty of rides to go on and a fun atmosphere. Our son loved the ducks and geese and he enjoyed feeding them. There were also people racing toy boats on the lake which was nice to observe We will definitely head back soon.,Very nice playground for our <num> and half year old son to play around in. Plenty of rides to go on and a fun atmosphere. Our son loved the ducks and geese and he enjoyed feeding them. There were also people racing toy boats on the lake which was nice to observe We will definitely head back soon.
611,sentiment,1,en-AU,Google,Beautiful park great for picnics with family or just relaxing reading a book.,Beautiful park great for picnics with family or just relaxing reading a book.
4280,sentiment,1,en-IN,Google,Food is good its bit expensive but worth every penny,Food is good its bit expensive but worth every penny
3933,sentiment,1,en-IN,Google,The Restaurant cashier no friendly movement to the exciting customers. But food taste is very good.,The Restaurant cashier no friendly movement to the exciting customers. But food taste is very good.
6534,sentiment,0,en-UK,Google,"A bit difficult to find if you do n't live in the area, also when you get off from the bus you can not see any building number, unless you choose to travel by taxi is OK","A bit difficult to find if you do n't live in the area, also when you get off from the bus you can not see any building number, unless you choose to travel by taxi is OK"
188,sentiment,1,en-AU,Google,Hand made and made in house dumplings. Ordered 3x types of their dumplings and their dumplings were nice. The prawn dumplings were the best tasting one. Ordered their prawn fried rice and this was probably the best dish as it was very tasty. No char taste but was full of flavour. All in all a nice gem of a place to find a pretty good dumpling restaurant out of all places in a town like Albany,Hand made and made in house dumplings. Ordered 3x types of their dumplings and their dumplings were nice. The prawn dumplings were the best tasting one. Ordered their prawn fried rice and this was probably the best dish as it was very tasty. No char taste but was full of flavour. All in all a nice gem of a place to find a pretty good dumpling restaurant out of all places in a town like Albany
7812,sentiment,0,en-UK,Google,"Order online for collection, headed to the store to collect our pizzas. Walked inside and found all the staff just chatting to someone behind the counter who did n't work there any more while all facing me and looking at me, no greeting or can I help you today or any sort of customer service. After a few minutes of standing there at the counter like a lemon someone else comes through the door who the staff engage with( another former staff member from what I can gather from the loud shouting conversation they are all having) while still ongoing me. Few more minutes go past and one of them finally pipes up and just shouts at are you here to collect and just assumed my order. Honestly that was the rudest service I've ever had if they worked in my place of business I'd be embarrassed to be there.","Order online for collection, headed to the store to collect our pizzas. Walked inside and found all the staff just chatting to someone behind the counter who did n't work there any more while all facing me and looking at me, no greeting or can I help you today or any sort of customer service. After a few minutes of standing there at the counter like a lemon someone else comes through the door who the staff engage with( another former staff member from what I can gather from the loud shouting conversation they are all having) while still ongoing me. Few more minutes go past and one of them finally pipes up and just shouts at are you here to collect and just assumed my order. Honestly that was the rudest service I've ever had if they worked in my place of business I'd be embarrassed to be there."
7548,sentiment,1,en-UK,Google,"It was great. But why not 5 stars ? Food-1 star taken away for kebab that was hanging dry. I think it because of batch cooking and having to serve 6 hanging kebabs and burgers for 13 at more or less the same time ? Coleslaw looked like it been out a while. More importantly, for the price-it not all that. Your local kebab shop would taste better I sure. Other than that, the calamari was good. Burgers were good. Pie of the day was good. Nothing outstanding but not too shabby. Service-they tried their best but the place was heaving on a Saturday night. Servers were brilliant. 1 star taken away due to the super long gap between starters and main meal considering they were pushing us to have our starters. good vibe. It a place where one has to shout at another to be heard. Drinks-these are lovely!! Costly but lovely nonetheless. We had some the Blackberry and Rhubard cooler was a fave! Not so the Botanist Lemonade. Overall it 4 stars so not bad!","It was great. But why not <num> stars ? Food-<num> star taken away for kebab that was hanging dry. I think it because of batch cooking and having to serve <num> hanging kebabs and burgers for <num> at more or less the same time ? Coleslaw looked like it been out a while. More importantly, for the price-it not all that. Your local kebab shop would taste better I sure. Other than that, the calamari was good. Burgers were good. Pie of the day was good. Nothing outstanding but not too shabby. Service-they tried their best but the place was heaving on a Saturday night. Servers were brilliant. <num> star taken away due to the super long gap between starters and main meal considering they were pushing us to have our starters. good vibe. It a place where one has to shout at another to be heard. Drinks-these are lovely!! Costly but lovely nonetheless. We had some the Blackberry and Rhubard cooler was a fave! Not so the Botanist Lemonade. Overall it <num> stars so not bad!"
206,sentiment,1,en-AU,Google,"A quick take away, good for a meal","A quick take away, good for a meal"
7574,sentiment,0,en-UK,Google,"We had a table of nine, the waitress took ages to come and take our drinks order, too busy chatting with her friend then look after the tables, the food was average at best. I've had better frozen pizza. Then they put a service charge on without letting us know before hand.","We had a table of nine, the waitress took ages to come and take our drinks order, too busy chatting with her friend then look after the tables, the food was average at best. I've had better frozen pizza. Then they put a service charge on without letting us know before hand."
7635,sentiment,1,en-UK,Google,I really like this restaurant. Their pizzas are delicious and reasonably priced. We had a meal there this evening and we were very impressed with the service we received.,I really like this restaurant. Their pizzas are delicious and reasonably priced. We had a meal there this evening and we were very impressed with the service we received.
2728,sentiment,1,en-IN,Google,The cakes are really tasty.... I ordered eggless cake before 2 hrs... they made it ready... it was too quick.... hoping they start home delivery too,The cakes are really tasty.... I ordered eggless cake before <num> hrs... they made it ready... it was too quick.... hoping they start home delivery too
4058,sentiment,1,en-IN,Google,Settled here after trying many other food delivering houses. They offer the best in budget food with healthy cooking style. Always recommend,Settled here after trying many other food delivering houses. They offer the best in budget food with healthy cooking style. Always recommend
7456,sentiment,0,en-UK,Google,"I have n't been to Harvester in seven years. When I got pregnant with my son, I hated the thought of the place( due to pregnancy) I have really wanted to go again for awhile, so we visited Harvester in West Brom. It is on the pricey side in my opinion. I would recommend you do not get the steak unless you want a steak you can not eat because it so tough. The chicken was fine and had a little spice to it which I loved. The customer service is very slow. I did feel a little uncomfortable in there.","I have n't been to Harvester in seven years. When I got pregnant with my son, I hated the thought of the place( due to pregnancy) I have really wanted to go again for awhile, so we visited Harvester in West Brom. It is on the pricey side in my opinion. I would recommend you do not get the steak unless you want a steak you can not eat because it so tough. The chicken was fine and had a little spice to it which I loved. The customer service is very slow. I did feel a little uncomfortable in there."
4193,sentiment,1,en-IN,Google,The Interior was Too Good and Test Was Awesome. I have ordered Alfonso Mango. It was Too Good.,The Interior was Too Good and Test Was Awesome. I have ordered Alfonso Mango. It was Too Good.
779,sentiment,0,en-AU,Google,"2 times in a week, easy to find, flat atmosphere. Staff were nice guys, but the service is slow and lacking, and the food is sloppy and flavourless. In all my meals, I had dishes that tasted like old freezer stock or rancid. Other parts that should be cooked well were not and other parts that should not be cooked were over done. It was not Thai food that I would expect from a restaurant. No feedback from the kitchen or a discount for returned plates.... I do n't recommend.","<num> times in a week, easy to find, flat atmosphere. Staff were nice guys, but the service is slow and lacking, and the food is sloppy and flavourless. In all my meals, I had dishes that tasted like old freezer stock or rancid. Other parts that should be cooked well were not and other parts that should not be cooked were over done. It was not Thai food that I would expect from a restaurant. No feedback from the kitchen or a discount for returned plates.... I do n't recommend."
3829,sentiment,1,en-IN,Google,"The combo thali offer was awesome, Good taste.","The combo thali offer was awesome, Good taste."
3454,sentiment,1,en-IN,Google,"Traffic Jam is place where, almost all type of breakfast in snacks are available. Even you can buy the sweets or desert icecream here, even you can buy the Sabudana, and all food off Fast.() Must visit there good food, enjoy with friends and family.","Traffic Jam is place where, almost all type of breakfast in snacks are available. Even you can buy the sweets or desert icecream here, even you can buy the Sabudana, and all food off Fast.() Must visit there good food, enjoy with friends and family."
3549,sentiment,1,en-IN,Google,The food was really good for the price they are offering at. The prices are reasonable and the ambience is very nice. The staff is very friendly too. The only problem one can face is the problem of parking. Otherwise will highly recommend this cafe for a nice evening outing with friends or family.,The food was really good for the price they are offering at. The prices are reasonable and the ambience is very nice. The staff is very friendly too. The only problem one can face is the problem of parking. Otherwise will highly recommend this cafe for a nice evening outing with friends or family.
7125,sentiment,1,en-UK,Google,Very nice visit and a great find. I suspect the business could do with promoting itself better as it is tucked out of the way under St Mathew church and I new nothing about it despite being local for the last 3 years. I definitely will go again with friends and family. Good VFM.,Very nice visit and a great find. I suspect the business could do with promoting itself better as it is tucked out of the way under St Mathew church and I new nothing about it despite being local for the last <num> years. I definitely will go again with friends and family. Good VFM.
6346,sentiment,0,en-UK,Google,"Problem is early morning people untie their dogs in the park, beware of Pitbull they have been aggressive at me numerous times","Problem is early morning people untie their dogs in the park, beware of Pitbull they have been aggressive at me numerous times"
3876,sentiment,1,en-IN,Google,Best bakery in guntakal all the items available here are really fresh and delicious and quality of the items are also really good,Best bakery in guntakal all the items available here are really fresh and delicious and quality of the items are also really good
773,sentiment,1,en-AU,Google,My take away from my visit to this museum( that stands on the site of the first governor house that was built by Governor Phillip-the first governor of Sydney and the man that led the first 11 ships to bring convicts over from England) is this: if every other Governor and leader had behaved like Governor Phillip to the indigenous people then we would have avoided much of the pains that followed in the colonisation of this island. A beautiful museum and a great place to go to get a good introduction to the history of Sydney and indeed the birth of Australia. And it is free and has a good coffee shop / cafe.,My take away from my visit to this museum( that stands on the site of the first governor house that was built by Governor Phillip-the first governor of Sydney and the man that led the first <num> ships to bring convicts over from England) is this: if every other Governor and leader had behaved like Governor Phillip to the indigenous people then we would have avoided much of the pains that followed in the colonisation of this island. A beautiful museum and a great place to go to get a good introduction to the history of Sydney and indeed the birth of Australia. And it is free and has a good coffee shop / cafe.
726,sentiment,1,en-AU,Google,"The best thing with noodle bowls( which is what I bought) is that you know it's freshly made for YOU! Reasonable prices, professional, helpful staff, and fresh food are ALWAYS a great combination! Add in the lowered guilt factor, and you've got a winner, in my opinion!! Thanks, guys!","The best thing with noodle bowls( which is what I bought) is that you know it's freshly made for YOU! Reasonable prices, professional, helpful staff, and fresh food are ALWAYS a great combination! Add in the lowered guilt factor, and you've got a winner, in my opinion!! Thanks, guys!"
547,sentiment,0,en-AU,Google,"Come on, I asked for an extra squirt. Not the whole bottle. Please train your staff better","Come on, I asked for an extra squirt. Not the whole bottle. Please train your staff better"
6873,sentiment,1,en-UK,Google,It has good vegetarian options. I feel that they should avoid using ketchup with their fritter. This makes the dish too sweet. Chips were cold and I could see it was on the counter for about 10 minutes to be picked up by the waiter.,It has good vegetarian options. I feel that they should avoid using ketchup with their fritter. This makes the dish too sweet. Chips were cold and I could see it was on the counter for about <num> minutes to be picked up by the waiter.
3924,sentiment,0,en-IN,Google,"Absolutely appalling service, told us to wait 10 mins and ended up being over half n hour, uneducated staff and chewy food.","Absolutely appalling service, told us to wait <num> mins and ended up being over half n hour, uneducated staff and chewy food."
3272,sentiment,1,en-IN,Google,"Decent hotel, good rooms but service can be better. Veg restaurants in ground floor good for south Indian dish. Restaurants on 6th floor is good for all. Waiters, receptionist can be more communicative to help customers. Parking slot is just 3 cars. Adjacent empty plot beside road can hold 8 cars.","Decent hotel, good rooms but service can be better. Veg restaurants in ground floor good for south Indian dish. Restaurants on 6th floor is good for all. Waiters, receptionist can be more communicative to help customers. Parking slot is just <num> cars. Adjacent empty plot beside road can hold <num> cars."
720,sentiment,1,en-AU,Google,"Enjoyed a lovely diner at the Thai Classic Resturant tonight and boy was it a tasty treat. As a lover of thai food as many of us are, means i have a lot of meals to compare this to and for the most part it was great. Smaller issues was a mistake with our order and a little cramped for my liking. Will be going back for sure and would recommend to anyone that loves a good thai.","Enjoyed a lovely diner at the Thai Classic Resturant tonight and boy was it a tasty treat. As a lover of thai food as many of us are, means i have a lot of meals to compare this to and for the most part it was great. Smaller issues was a mistake with our order and a little cramped for my liking. Will be going back for sure and would recommend to anyone that loves a good thai."
3940,sentiment,1,en-IN,Google,"Good atmosphere, well sitting arrangement,,,,,, but food price is little higher than the others....... Well decorated........","Good atmosphere, well sitting arrangement,,,,,, but food price is little higher than the others....... Well decorated........"
6729,sentiment,1,en-UK,Google,Looks great walking into Bradford from the train station. Love also how the colours are themes to match particular days and events.,Looks great walking into Bradford from the train station. Love also how the colours are themes to match particular days and events.
3501,sentiment,0,en-IN,Google,"Tasty food and good services. Little disappointed with quantity of nonveg. Very less pieces for 100rs. But, taste is awesome and very good services..","Tasty food and good services. Little disappointed with quantity of nonveg. Very less pieces for 100rs. But, taste is awesome and very good services.."
7466,sentiment,1,en-UK,Google,"I like what they've done with the place which used to be Bread and Butter and was quite run down. Now it's lively and nice, with high tables and stools, other lower tables, big bar, some tables outside too. Good cocktails! They have a wide range of beers and some cocktails on tap for only which is great, including an Espresso Martini, very tasty. Live music on a Friday night was a bit too loud for us.","I like what they've done with the place which used to be Bread and Butter and was quite run down. Now it's lively and nice, with high tables and stools, other lower tables, big bar, some tables outside too. Good cocktails! They have a wide range of beers and some cocktails on tap for only which is great, including an Espresso Martini, very tasty. Live music on a Friday night was a bit too loud for us."
3642,sentiment,1,en-IN,Google,"Went to China Town after almost a year and as usual loved their chinese food. Tried out their mojitos, hot garlic momos and the chinese rice combo and loved them all. But would like to make a few firstly they should improve the interiors of the place as it has been so many years and the paint is coming off and secondly what happened to the cafe which was upstairs as we asked for it but the staff told us it not available. Concluding my review saying that If one wants to have good chinese food just visit china town and have a treat","Went to China Town after almost a year and as usual loved their chinese food. Tried out their mojitos, hot garlic momos and the chinese rice combo and loved them all. But would like to make a few firstly they should improve the interiors of the place as it has been so many years and the paint is coming off and secondly what happened to the cafe which was upstairs as we asked for it but the staff told us it not available. Concluding my review saying that If one wants to have good chinese food just visit china town and have a treat"
3144,sentiment,1,en-IN,Google,"The place was good as the food were served straight away. I ordered a unlimited thali which contained 4 item, unlimited roti, Besan flour tikki and papad and separate Daar and rice() value for money. The food was hot every time they serve you. I had to request for roti as I like more roti compared to rice. No butter milk. Standard tap water was on the table. There were pre-served Pickles and Salad on the table. Hand washing area available. I asked for toilets( I did n't use) but staff said it behind the shop.","The place was good as the food were served straight away. I ordered a unlimited thali which contained <num> item, unlimited roti, Besan flour tikki and papad and separate Daar and rice() value for money. The food was hot every time they serve you. I had to request for roti as I like more roti compared to rice. No butter milk. Standard tap water was on the table. There were pre-served Pickles and Salad on the table. Hand washing area available. I asked for toilets( I did n't use) but staff said it behind the shop."
3973,sentiment,0,en-IN,Google,"I have ordered veg Manchurian and Peri Peri fries for parcel, the taste was not good at all. After eating the food I suffered from severe stomach pain. Better to avoid this place. I have tried ice magic the taste and quality and quantity is better compared to iceberg so pls do n't waste money in this place.","I have ordered veg Manchurian and Peri Peri fries for parcel, the taste was not good at all. After eating the food I suffered from severe stomach pain. Better to avoid this place. I have tried ice magic the taste and quality and quantity is better compared to iceberg so pls do n't waste money in this place."
4153,sentiment,1,en-IN,Google,We booked hotel at last minute. Hotel rooms are amazing. Location also ok. Restaurant service was good with ok food taste.,We booked hotel at last minute. Hotel rooms are amazing. Location also ok. Restaurant service was good with ok food taste.
2773,sentiment,0,en-IN,Google,An average restaurant at Raigarh bus station. Food quality was good. Ambience needs to be improved.,An average restaurant at Raigarh bus station. Food quality was good. Ambience needs to be improved.
6750,sentiment,1,en-UK,Google,"I had the hallumi wrap with chips, it was really nice, just the right amount for dinner time. The glass house was quite full but we still got served in 10 minutes. The staff were very helpful","I had the hallumi wrap with chips, it was really nice, just the right amount for dinner time. The glass house was quite full but we still got served in <num> minutes. The staff were very helpful"
4301,sentiment,1,en-IN,Google,"Got opportunity to stay at this place for 2 nights, courteous staff good food Quality, ordered all veg food and taste was super delicious. Rooms are spacious neat and clean. Looks like this hotel is recently build or had an upgrade in interior Breakfast buffet was missing although same was managed by the staff well. The hotel is close to the Triveni ghat which is an add on in speciality","Got opportunity to stay at this place for <num> nights, courteous staff good food Quality, ordered all veg food and taste was super delicious. Rooms are spacious neat and clean. Looks like this hotel is recently build or had an upgrade in interior Breakfast buffet was missing although same was managed by the staff well. The hotel is close to the Triveni ghat which is an add on in speciality"
